"","carrier","delayed30","delay","destination"
"43283","JetBlue",FALSE,-1,"SEA"
"43284","American",TRUE,44,"ORD"
"43285","JetBlue",TRUE,77,"MCO"
"43286","American",FALSE,4,"AUS"
"43287","JetBlue",FALSE,-33,"BUR"
"43288","American",TRUE,36,"SFO"
"43289","JetBlue",FALSE,-49,"LGB"
"43290","JetBlue",FALSE,26,"OAK"
"43291","American",TRUE,177,"SFO"
"43292","JetBlue",FALSE,20,"IAD"
"43293","JetBlue",TRUE,90,"SJU"
"43294","JetBlue",TRUE,114,"LAX"
"43295","American",FALSE,10,"SEA"
"43296","American",TRUE,80,"LAS"
"43297","JetBlue",FALSE,-3,"FLL"
"43298","American",FALSE,-48,"LAX"
"43299","JetBlue",FALSE,-18,"LAS"
"43300","JetBlue",TRUE,57,"PBI"
"43301","JetBlue",FALSE,6,"SJC"
"43302","JetBlue",FALSE,-8,"TPA"
"43303","JetBlue",FALSE,20,"MCO"
"43304","American",FALSE,18,"BOS"
"43305","JetBlue",TRUE,94,"SFO"
"43306","JetBlue",FALSE,-8,"SLC"
"43307","JetBlue",FALSE,-6,"SMF"
"43308","JetBlue",FALSE,-23,"BOS"
"43309","JetBlue",FALSE,-25,"AUS"
"43310","JetBlue",FALSE,-6,"ABQ"
"43311","JetBlue",TRUE,111,"BUF"
"43312","JetBlue",FALSE,-26,"PHX"
"43313","JetBlue",FALSE,14,"ROC"
"43314","JetBlue",FALSE,-23,"LAX"
"43315","JetBlue",TRUE,250,"BUF"
"43316","JetBlue",TRUE,91,"MCO"
"43317","JetBlue",FALSE,26,"SFO"
"43318","JetBlue",FALSE,13,"PDX"
"43319","JetBlue",TRUE,77,"ORD"
"43320","JetBlue",FALSE,-3,"MSY"
"43321","JetBlue",FALSE,28,"SJU"
"43322","JetBlue",TRUE,31,"BUF"
"43323","American",FALSE,-38,"LAX"
"43324","JetBlue",TRUE,32,"JAX"
"43325","JetBlue",FALSE,15,"TPA"
"43326","JetBlue",FALSE,26,"DEN"
"43327","JetBlue",TRUE,46,"FLL"
"43328","JetBlue",FALSE,8,"SJU"
"43329","JetBlue",FALSE,-12,"LAX"
"43330","JetBlue",FALSE,-4,"BUF"
"43331","JetBlue",TRUE,36,"BTV"
"43332","JetBlue",FALSE,17,"SYR"
"43333","JetBlue",FALSE,21,"PWM"
"43334","JetBlue",FALSE,9,"PSE"
"43335","JetBlue",FALSE,-9,"SJU"
"43336","JetBlue",FALSE,5,"BQN"
"43337","JetBlue",TRUE,135,"FLL"
"43338","JetBlue",TRUE,60,"BOS"
"43339","JetBlue",TRUE,56,"SJU"
"43340","JetBlue",TRUE,121,"PSE"
"43341","American",FALSE,-19,"MIA"
"43342","JetBlue",FALSE,-1,"BQN"
"43343","JetBlue",FALSE,-17,"FLL"
"43344","JetBlue",FALSE,-9,"MCO"
"43345","JetBlue",FALSE,-9,"SJU"
"43346","JetBlue",FALSE,2,"RSW"
"43347","JetBlue",FALSE,-27,"LAS"
"43348","JetBlue",FALSE,-8,"BUF"
"43349","American",FALSE,14,"SJU"
"43350","JetBlue",FALSE,-16,"MSY"
"43351","JetBlue",FALSE,-8,"TPA"
"43352","JetBlue",FALSE,1,"BOS"
"43353","JetBlue",FALSE,-27,"LAX"
"43354","American",FALSE,-8,"MIA"
"43355","JetBlue",FALSE,19,"ORD"
"43356","American",FALSE,-7,"MCO"
"43357","American",FALSE,-22,"TPA"
"43358","American",FALSE,-28,"LAX"
"43359","JetBlue",FALSE,-16,"MCO"
"43360","American",FALSE,-38,"LAS"
"43361","JetBlue",TRUE,31,"PBI"
"43362","JetBlue",FALSE,-17,"PWM"
"43363","JetBlue",FALSE,21,"SJU"
"43364","JetBlue",FALSE,-11,"BUF"
"43365","JetBlue",FALSE,-9,"CHS"
"43366","JetBlue",FALSE,-8,"SRQ"
"43367","JetBlue",FALSE,-15,"FLL"
"43368","JetBlue",FALSE,-14,"ACK"
"43369","American",FALSE,11,"STT"
"43370","American",FALSE,-33,"SFO"
"43371","JetBlue",FALSE,-13,"HOU"
"43372","American",FALSE,-26,"BOS"
"43373","JetBlue",FALSE,-9,"MCO"
"43374","JetBlue",FALSE,2,"CLT"
"43375","JetBlue",FALSE,30,"JAX"
"43376","JetBlue",FALSE,-40,"SFO"
"43377","JetBlue",FALSE,-18,"BTV"
"43378","American",FALSE,10,"SJU"
"43379","JetBlue",FALSE,-30,"SEA"
"43380","JetBlue",FALSE,-33,"SAN"
"43381","American",FALSE,-6,"MIA"
"43382","JetBlue",TRUE,64,"RDU"
"43383","American",FALSE,-6,"LAX"
"43384","JetBlue",FALSE,-2,"SYR"
"43385","JetBlue",FALSE,-6,"AUS"
"43386","JetBlue",FALSE,-37,"LAX"
"43387","JetBlue",FALSE,-15,"MCO"
"43388","JetBlue",FALSE,-29,"LAS"
"43389","JetBlue",FALSE,-2,"BOS"
"43390","JetBlue",FALSE,0,"TPA"
"43391","JetBlue",FALSE,-5,"FLL"
"43392","JetBlue",TRUE,61,"ROC"
"43393","American",FALSE,-40,"SFO"
"43394","American",FALSE,-23,"LAX"
"43395","JetBlue",FALSE,20,"PBI"
"43396","JetBlue",FALSE,-10,"SJU"
"43397","JetBlue",FALSE,-5,"RSW"
"43398","JetBlue",TRUE,38,"BUF"
"43399","JetBlue",FALSE,-12,"PWM"
"43400","JetBlue",FALSE,-11,"IAD"
"43401","American",FALSE,-21,"LAX"
"43402","JetBlue",FALSE,-8,"ACK"
"43403","JetBlue",FALSE,-19,"LAX"
"43404","JetBlue",FALSE,-3,"FLL"
"43405","American",FALSE,-10,"BOS"
"43406","American",FALSE,-13,"MIA"
"43407","JetBlue",FALSE,-9,"SYR"
"43408","JetBlue",TRUE,89,"BTV"
"43409","JetBlue",FALSE,-4,"PBI"
"43410","JetBlue",FALSE,-13,"ROC"
"43411","JetBlue",TRUE,55,"BUF"
"43412","JetBlue",TRUE,54,"BOS"
"43413","American",FALSE,-37,"LAX"
"43414","JetBlue",FALSE,-21,"MVY"
"43415","JetBlue",FALSE,9,"LGB"
"43416","JetBlue",FALSE,-5,"MCO"
"43417","JetBlue",FALSE,12,"BOS"
"43418","JetBlue",FALSE,-16,"BUF"
"43419","JetBlue",FALSE,27,"PWM"
"43420","JetBlue",FALSE,5,"TPA"
"43421","JetBlue",FALSE,-9,"FLL"
"43422","JetBlue",FALSE,-16,"MSY"
"43423","JetBlue",FALSE,-13,"JAX"
"43424","American",FALSE,-27,"TPA"
"43425","American",FALSE,-27,"SJU"
"43426","JetBlue",FALSE,-9,"HOU"
"43427","JetBlue",FALSE,2,"MCO"
"43428","American",FALSE,3,"MCO"
"43429","JetBlue",TRUE,65,"CHS"
"43430","American",FALSE,-13,"MIA"
"43431","JetBlue",TRUE,54,"SJU"
"43432","American",FALSE,0,"SFO"
"43433","JetBlue",FALSE,-6,"RSW"
"43434","JetBlue",FALSE,16,"ORD"
"43435","American",FALSE,-23,"BOS"
"43436","JetBlue",FALSE,16,"BTV"
"43437","JetBlue",FALSE,-2,"LAX"
"43438","American",FALSE,-16,"DFW"
"43439","JetBlue",FALSE,7,"BUF"
"43440","JetBlue",FALSE,-12,"SAN"
"43441","JetBlue",FALSE,10,"BOS"
"43442","JetBlue",TRUE,41,"MCO"
"43443","JetBlue",FALSE,-25,"SYR"
"43444","American",FALSE,-10,"ORD"
"43445","JetBlue",TRUE,48,"RDU"
"43446","JetBlue",FALSE,-19,"PWM"
"43447","American",FALSE,-17,"LAX"
"43448","American",TRUE,103,"LAX"
"43449","JetBlue",TRUE,50,"SJU"
"43450","JetBlue",TRUE,49,"FLL"
"43451","JetBlue",FALSE,-3,"ROC"
"43452","American",TRUE,38,"AUS"
"43453","JetBlue",TRUE,41,"CLT"
"43454","JetBlue",FALSE,23,"SEA"
"43455","American",FALSE,12,"MIA"
"43456","American",FALSE,22,"SAN"
"43457","JetBlue",FALSE,-13,"IAD"
"43458","JetBlue",FALSE,10,"SFO"
"43459","American",FALSE,4,"IAH"
"43460","JetBlue",FALSE,-30,"BUR"
"43461","JetBlue",FALSE,10,"PBI"
"43462","JetBlue",FALSE,-45,"LGB"
"43463","JetBlue",TRUE,69,"OAK"
"43464","JetBlue",FALSE,-15,"SJC"
"43465","JetBlue",FALSE,1,"FLL"
"43466","American",TRUE,51,"SEA"
"43467","JetBlue",FALSE,-13,"LAS"
"43468","JetBlue",TRUE,70,"BUF"
"43469","American",FALSE,18,"BOS"
"43470","American",FALSE,-17,"LAX"
"43471","JetBlue",FALSE,-5,"TPA"
"43472","American",TRUE,116,"LAS"
"43473","JetBlue",FALSE,11,"BOS"
"43474","JetBlue",FALSE,9,"ORD"
"43475","JetBlue",FALSE,-32,"ABQ"
"43476","JetBlue",TRUE,41,"SMF"
"43477","JetBlue",TRUE,33,"SLC"
"43478","JetBlue",TRUE,56,"MCO"
"43479","JetBlue",FALSE,-22,"AUS"
"43480","JetBlue",FALSE,24,"ROC"
"43481","JetBlue",FALSE,-26,"PDX"
"43482","JetBlue",FALSE,-4,"SFO"
"43483","JetBlue",FALSE,18,"PHX"
"43484","JetBlue",TRUE,43,"MCO"
"43485","JetBlue",FALSE,13,"BUF"
"43486","JetBlue",FALSE,-3,"MSY"
"43487","American",TRUE,171,"SFO"
"43488","JetBlue",FALSE,10,"LAX"
"43489","JetBlue",FALSE,0,"JAX"
"43490","JetBlue",FALSE,-13,"LAS"
"43491","JetBlue",FALSE,26,"SJU"
"43492","JetBlue",TRUE,37,"DEN"
"43493","JetBlue",FALSE,16,"TPA"
"43494","JetBlue",FALSE,12,"MCO"
"43495","JetBlue",FALSE,-15,"SJU"
"43496","JetBlue",FALSE,-14,"SYR"
"43497","JetBlue",FALSE,-3,"ROC"
"43498","American",FALSE,10,"LAX"
"43499","JetBlue",FALSE,7,"BTV"
"43500","JetBlue",FALSE,29,"LAX"
"43501","JetBlue",TRUE,49,"PWM"
"43502","JetBlue",TRUE,50,"BUF"
"43503","JetBlue",TRUE,64,"BOS"
"43504","JetBlue",TRUE,107,"ROC"
"43505","JetBlue",TRUE,149,"LAS"
"43506","JetBlue",TRUE,151,"BQN"
"43507","JetBlue",TRUE,183,"SJU"
"43508","JetBlue",FALSE,-4,"BQN"
"43509","American",FALSE,15,"MIA"
"43510","JetBlue",FALSE,-10,"FLL"
"43511","JetBlue",FALSE,-14,"MCO"
"43512","JetBlue",FALSE,-2,"BUF"
"43513","JetBlue",FALSE,-27,"LAS"
"43514","American",FALSE,-10,"SJU"
"43515","JetBlue",FALSE,-6,"MSY"
"43516","JetBlue",FALSE,-3,"BOS"
"43517","JetBlue",FALSE,-11,"TPA"
"43518","JetBlue",TRUE,35,"SJU"
"43519","JetBlue",FALSE,4,"ORD"
"43520","JetBlue",FALSE,15,"PBI"
"43521","JetBlue",FALSE,-37,"LAX"
"43522","American",FALSE,-6,"MIA"
"43523","JetBlue",FALSE,15,"SJU"
"43524","American",FALSE,-9,"MCO"
"43525","American",FALSE,-20,"TPA"
"43526","American",FALSE,-27,"LAX"
"43527","JetBlue",TRUE,66,"RSW"
"43528","JetBlue",FALSE,-2,"MCO"
"43529","JetBlue",FALSE,-11,"PWM"
"43530","American",FALSE,-16,"LAS"
"43531","JetBlue",FALSE,-15,"SRQ"
"43532","American",FALSE,-50,"SFO"
"43533","JetBlue",FALSE,-18,"ACK"
"43534","JetBlue",FALSE,-17,"CHS"
"43535","American",FALSE,-5,"STT"
"43536","JetBlue",FALSE,-9,"JAX"
"43537","JetBlue",FALSE,-20,"RDU"
"43538","JetBlue",FALSE,-13,"FLL"
"43539","JetBlue",FALSE,-31,"HOU"
"43540","JetBlue",FALSE,-13,"MCO"
"43541","American",FALSE,-11,"BOS"
"43542","JetBlue",FALSE,-15,"SAN"
"43543","JetBlue",FALSE,-14,"SEA"
"43544","JetBlue",FALSE,-36,"SFO"
"43545","JetBlue",FALSE,-12,"BTV"
"43546","JetBlue",TRUE,34,"CLT"
"43547","American",FALSE,-3,"MIA"
"43548","American",FALSE,-34,"LAX"
"43549","JetBlue",FALSE,9,"ROC"
"43550","JetBlue",FALSE,-5,"SYR"
"43551","JetBlue",FALSE,-25,"LAX"
"43552","JetBlue",TRUE,102,"BUF"
"43553","American",TRUE,122,"SJU"
"43554","JetBlue",FALSE,8,"AUS"
"43555","JetBlue",FALSE,-33,"LAS"
"43556","JetBlue",FALSE,1,"MCO"
"43557","JetBlue",FALSE,-8,"PBI"
"43558","JetBlue",FALSE,-4,"BOS"
"43559","American",FALSE,-47,"SFO"
"43560","JetBlue",FALSE,-11,"TPA"
"43561","JetBlue",FALSE,-9,"BUF"
"43562","American",FALSE,-8,"LAX"
"43563","JetBlue",TRUE,31,"RSW"
"43564","JetBlue",FALSE,-11,"BTV"
"43565","JetBlue",FALSE,-9,"PWM"
"43566","JetBlue",TRUE,53,"FLL"
"43567","American",FALSE,-31,"LAX"
"43568","JetBlue",FALSE,-2,"ACK"
"43569","JetBlue",FALSE,-7,"LAX"
"43570","JetBlue",FALSE,-9,"BUF"
"43571","JetBlue",TRUE,55,"IAD"
"43572","American",FALSE,13,"MIA"
"43573","JetBlue",FALSE,-8,"FLL"
"43574","JetBlue",FALSE,-14,"SYR"
"43575","JetBlue",FALSE,13,"BOS"
"43576","American",FALSE,25,"BOS"
"43577","JetBlue",FALSE,-19,"ROC"
"43578","JetBlue",FALSE,-24,"MVY"
"43579","American",FALSE,-20,"LAX"
"43580","JetBlue",FALSE,-19,"CHS"
"43581","JetBlue",FALSE,-8,"BOS"
"43582","JetBlue",FALSE,-23,"MCO"
"43583","JetBlue",FALSE,-16,"BUF"
"43584","JetBlue",FALSE,27,"SJU"
"43585","JetBlue",FALSE,-19,"JAX"
"43586","JetBlue",TRUE,36,"LGB"
"43587","American",FALSE,-16,"TPA"
"43588","American",FALSE,-25,"MCO"
"43589","JetBlue",FALSE,3,"HOU"
"43590","JetBlue",TRUE,57,"MSY"
"43591","JetBlue",FALSE,7,"MCO"
"43592","American",FALSE,-38,"SFO"
"43593","JetBlue",TRUE,113,"PWM"
"43594","JetBlue",FALSE,-2,"RSW"
"43595","JetBlue",TRUE,162,"PBI"
"43596","JetBlue",FALSE,-22,"ORD"
"43597","American",FALSE,-23,"LAX"
"43598","American",FALSE,-24,"BOS"
"43599","JetBlue",FALSE,5,"BTV"
"43600","American",FALSE,-20,"DFW"
"43601","JetBlue",FALSE,2,"FLL"
"43602","JetBlue",FALSE,-16,"BUF"
"43603","JetBlue",FALSE,-42,"SAN"
"43604","JetBlue",FALSE,-22,"LAX"
"43605","JetBlue",FALSE,-11,"SYR"
"43606","JetBlue",FALSE,-5,"CLT"
"43607","JetBlue",FALSE,-26,"RDU"
"43608","JetBlue",FALSE,-1,"PWM"
"43609","JetBlue",FALSE,22,"BOS"
"43610","JetBlue",FALSE,1,"ROC"
"43611","American",FALSE,-21,"IAH"
"43612","JetBlue",TRUE,54,"SJU"
"43613","American",FALSE,-7,"AUS"
"43614","American",FALSE,0,"LAX"
"43615","American",FALSE,-12,"LAS"
"43616","American",FALSE,-18,"SAN"
"43617","American",TRUE,157,"MIA"
"43618","American",FALSE,-38,"SFO"
"43619","JetBlue",FALSE,-40,"SFO"
"43620","JetBlue",FALSE,-45,"BUR"
"43621","American",TRUE,43,"ORD"
"43622","JetBlue",FALSE,9,"OAK"
"43623","JetBlue",FALSE,-36,"LGB"
"43624","American",TRUE,45,"SEA"
"43625","JetBlue",TRUE,33,"PBI"
"43626","American",TRUE,73,"MIA"
"43627","JetBlue",FALSE,-8,"FLL"
"43628","JetBlue",FALSE,12,"LAS"
"43629","JetBlue",TRUE,103,"IAD"
"43630","JetBlue",FALSE,14,"SMF"
"43631","American",FALSE,24,"LAX"
"43632","JetBlue",FALSE,19,"SJC"
"43633","JetBlue",FALSE,-23,"BOS"
"43634","American",TRUE,32,"BOS"
"43635","JetBlue",TRUE,136,"SEA"
"43636","JetBlue",FALSE,-38,"ABQ"
"43637","JetBlue",TRUE,93,"BUF"
"43638","JetBlue",FALSE,30,"MCO"
"43639","JetBlue",TRUE,243,"MCO"
"43640","JetBlue",FALSE,-4,"PHX"
"43641","JetBlue",FALSE,-5,"SFO"
"43642","JetBlue",FALSE,-17,"BUF"
"43643","JetBlue",FALSE,13,"PDX"
"43644","JetBlue",FALSE,-11,"MSY"
"43645","JetBlue",FALSE,-19,"JAX"
"43646","American",TRUE,371,"SJU"
"43647","JetBlue",TRUE,113,"MCO"
"43648","JetBlue",TRUE,127,"TPA"
"43649","JetBlue",TRUE,56,"LAX"
"43650","JetBlue",TRUE,100,"ROC"
"43651","JetBlue",TRUE,86,"SJU"
"43652","JetBlue",TRUE,159,"SLC"
"43653","JetBlue",FALSE,7,"SJU"
"43654","JetBlue",FALSE,12,"LAX"
"43655","JetBlue",TRUE,161,"ORD"
"43656","JetBlue",TRUE,38,"PWM"
"43657","JetBlue",FALSE,28,"BUF"
"43658","JetBlue",TRUE,45,"BTV"
"43659","JetBlue",TRUE,101,"FLL"
"43660","JetBlue",TRUE,95,"DEN"
"43661","JetBlue",TRUE,87,"TPA"
"43662","American",TRUE,63,"LAX"
"43663","JetBlue",TRUE,54,"SYR"
"43664","JetBlue",TRUE,184,"AUS"
"43665","JetBlue",FALSE,3,"PSE"
"43666","JetBlue",FALSE,18,"BQN"
"43667","JetBlue",TRUE,140,"TPA"
"43668","JetBlue",TRUE,53,"PSE"
"43669","JetBlue",TRUE,155,"SJU"
"43670","American",FALSE,-21,"MIA"
"43671","JetBlue",FALSE,6,"BQN"
"43672","JetBlue",FALSE,-6,"FLL"
"43673","JetBlue",FALSE,-8,"MCO"
"43674","JetBlue",FALSE,-21,"LAS"
"43675","JetBlue",FALSE,-17,"RSW"
"43676","JetBlue",FALSE,-4,"BUF"
"43677","American",FALSE,2,"SJU"
"43678","JetBlue",FALSE,21,"SJU"
"43679","JetBlue",FALSE,-3,"BOS"
"43680","JetBlue",FALSE,-16,"MSY"
"43681","JetBlue",FALSE,-17,"TPA"
"43682","JetBlue",FALSE,-11,"PBI"
"43683","JetBlue",FALSE,-29,"LAX"
"43684","JetBlue",FALSE,13,"ORD"
"43685","American",FALSE,-15,"MCO"
"43686","American",FALSE,-44,"LAX"
"43687","American",FALSE,-9,"MIA"
"43688","American",FALSE,-20,"TPA"
"43689","American",FALSE,-32,"LAS"
"43690","JetBlue",FALSE,-11,"PWM"
"43691","JetBlue",FALSE,-5,"SRQ"
"43692","JetBlue",FALSE,-12,"BUF"
"43693","JetBlue",FALSE,-12,"CHS"
"43694","American",FALSE,17,"STT"
"43695","JetBlue",FALSE,-19,"RDU"
"43696","American",FALSE,-32,"SFO"
"43697","JetBlue",FALSE,-12,"JAX"
"43698","JetBlue",FALSE,-8,"ACK"
"43699","JetBlue",FALSE,-23,"HOU"
"43700","JetBlue",FALSE,21,"FLL"
"43701","American",FALSE,-17,"BOS"
"43702","JetBlue",FALSE,-16,"CLT"
"43703","American",FALSE,-25,"MIA"
"43704","JetBlue",FALSE,24,"SFO"
"43705","JetBlue",FALSE,-20,"BTV"
"43706","JetBlue",FALSE,-31,"SAN"
"43707","JetBlue",FALSE,-18,"SEA"
"43708","JetBlue",FALSE,11,"MCO"
"43709","American",FALSE,-17,"LAX"
"43710","JetBlue",TRUE,104,"MCO"
"43711","JetBlue",FALSE,-4,"SYR"
"43712","JetBlue",FALSE,-12,"AUS"
"43713","JetBlue",FALSE,1,"ROC"
"43714","JetBlue",FALSE,-22,"LAX"
"43715","JetBlue",FALSE,-10,"MCO"
"43716","JetBlue",FALSE,-10,"LAS"
"43717","JetBlue",FALSE,2,"BOS"
"43718","American",FALSE,-39,"SFO"
"43719","JetBlue",FALSE,-7,"TPA"
"43720","American",TRUE,78,"SJU"
"43721","JetBlue",FALSE,8,"PBI"
"43722","American",FALSE,-37,"LAX"
"43723","JetBlue",FALSE,1,"BUF"
"43724","JetBlue",FALSE,3,"SJU"
"43725","JetBlue",FALSE,28,"FLL"
"43726","JetBlue",FALSE,-2,"RSW"
"43727","JetBlue",FALSE,-14,"PWM"
"43728","JetBlue",FALSE,-1,"BTV"
"43729","JetBlue",FALSE,-15,"IAD"
"43730","American",FALSE,-21,"LAX"
"43731","JetBlue",FALSE,-5,"LAX"
"43732","JetBlue",FALSE,-4,"ACK"
"43733","JetBlue",FALSE,4,"BOS"
"43734","JetBlue",FALSE,25,"BUF"
"43735","American",FALSE,-3,"MIA"
"43736","JetBlue",FALSE,7,"SYR"
"43737","American",FALSE,20,"BOS"
"43738","JetBlue",FALSE,-18,"ROC"
"43739","JetBlue",FALSE,-34,"LGB"
"43740","JetBlue",FALSE,-13,"PWM"
"43741","JetBlue",FALSE,-11,"MVY"
"43742","JetBlue",FALSE,-12,"CHS"
"43743","JetBlue",TRUE,70,"FLL"
"43744","JetBlue",FALSE,7,"BOS"
"43745","JetBlue",FALSE,-9,"BUF"
"43746","JetBlue",FALSE,-12,"SJU"
"43747","JetBlue",FALSE,3,"MSY"
"43748","JetBlue",FALSE,-3,"FLL"
"43749","JetBlue",FALSE,-20,"JAX"
"43750","JetBlue",FALSE,-9,"MCO"
"43751","American",FALSE,-24,"MCO"
"43752","American",FALSE,12,"TPA"
"43753","American",FALSE,6,"SJU"
"43754","JetBlue",TRUE,44,"HOU"
"43755","JetBlue",TRUE,129,"PBI"
"43756","American",FALSE,1,"SFO"
"43757","JetBlue",TRUE,98,"TPA"
"43758","JetBlue",FALSE,-3,"BTV"
"43759","JetBlue",FALSE,-21,"ORD"
"43760","JetBlue",TRUE,116,"MCO"
"43761","American",FALSE,-10,"BOS"
"43762","JetBlue",FALSE,1,"LAX"
"43763","JetBlue",FALSE,9,"SAN"
"43764","JetBlue",FALSE,26,"BOS"
"43765","JetBlue",FALSE,19,"BUF"
"43766","American",TRUE,33,"LAX"
"43767","American",TRUE,39,"DFW"
"43768","JetBlue",FALSE,-23,"SYR"
"43769","JetBlue",TRUE,74,"RSW"
"43770","JetBlue",FALSE,-7,"CLT"
"43771","JetBlue",FALSE,-11,"RDU"
"43772","American",FALSE,-22,"ORD"
"43773","JetBlue",FALSE,28,"OAK"
"43774","JetBlue",FALSE,-2,"PWM"
"43775","American",FALSE,-6,"LAX"
"43776","American",FALSE,18,"AUS"
"43777","JetBlue",FALSE,7,"MVY"
"43778","American",FALSE,12,"IAH"
"43779","American",FALSE,-4,"MIA"
"43780","American",FALSE,7,"SAN"
"43781","JetBlue",TRUE,41,"IAD"
"43782","American",FALSE,14,"SFO"
"43783","JetBlue",FALSE,28,"BUR"
"43784","American",TRUE,60,"LAS"
"43785","JetBlue",TRUE,129,"MCO"
"43786","JetBlue",FALSE,25,"PBI"
"43787","JetBlue",TRUE,98,"SJU"
"43788","JetBlue",FALSE,11,"LGB"
"43789","American",TRUE,180,"MIA"
"43790","American",FALSE,20,"SEA"
"43791","JetBlue",FALSE,5,"SJC"
"43792","JetBlue",TRUE,64,"SFO"
"43793","JetBlue",FALSE,0,"FLL"
"43794","JetBlue",FALSE,9,"LAS"
"43795","JetBlue",FALSE,21,"MCO"
"43796","JetBlue",TRUE,57,"BUF"
"43797","American",FALSE,7,"LAX"
"43798","American",FALSE,2,"BOS"
"43799","JetBlue",FALSE,0,"SLC"
"43800","JetBlue",FALSE,21,"TPA"
"43801","JetBlue",FALSE,25,"SMF"
"43802","JetBlue",TRUE,202,"FLL"
"43803","JetBlue",FALSE,-17,"BOS"
"43804","JetBlue",TRUE,175,"SEA"
"43805","JetBlue",FALSE,10,"ABQ"
"43806","JetBlue",FALSE,9,"ROC"
"43807","JetBlue",FALSE,15,"PDX"
"43808","JetBlue",FALSE,26,"LAX"
"43809","JetBlue",FALSE,26,"SFO"
"43810","JetBlue",TRUE,48,"BUF"
"43811","JetBlue",TRUE,67,"MCO"
"43812","JetBlue",FALSE,7,"DEN"
"43813","American",FALSE,-41,"LAX"
"43814","JetBlue",FALSE,29,"MSY"
"43815","JetBlue",TRUE,37,"JAX"
"43816","JetBlue",TRUE,123,"AUS"
"43817","JetBlue",FALSE,13,"PWM"
"43818","JetBlue",FALSE,30,"SJU"
"43819","JetBlue",FALSE,13,"LAX"
"43820","JetBlue",TRUE,80,"LAS"
"43821","JetBlue",TRUE,37,"BTV"
"43822","JetBlue",TRUE,136,"SJU"
"43823","JetBlue",TRUE,64,"BUF"
"43824","JetBlue",TRUE,93,"MCO"
"43825","JetBlue",TRUE,114,"FLL"
"43826","JetBlue",TRUE,67,"ROC"
"43827","JetBlue",TRUE,164,"PHX"
"43828","JetBlue",TRUE,35,"BOS"
"43829","JetBlue",TRUE,80,"SYR"
"43830","JetBlue",FALSE,2,"PSE"
"43831","JetBlue",TRUE,45,"BQN"
"43832","JetBlue",TRUE,82,"SJU"
"43833","American",FALSE,-8,"MIA"
"43834","JetBlue",FALSE,-13,"FLL"
"43835","JetBlue",FALSE,19,"BQN"
"43836","JetBlue",FALSE,-9,"MCO"
"43837","JetBlue",FALSE,11,"SJU"
"43838","JetBlue",FALSE,-15,"LAS"
"43839","JetBlue",FALSE,4,"BUF"
"43840","JetBlue",FALSE,7,"RSW"
"43841","JetBlue",FALSE,-13,"MSY"
"43842","JetBlue",FALSE,25,"ORD"
"43843","JetBlue",FALSE,-11,"PBI"
"43844","American",FALSE,-17,"MIA"
"43845","JetBlue",FALSE,14,"TPA"
"43846","JetBlue",FALSE,-10,"LAX"
"43847","American",FALSE,-20,"LAX"
"43848","JetBlue",FALSE,-17,"MCO"
"43849","JetBlue",FALSE,8,"SJU"
"43850","American",TRUE,61,"SJU"
"43851","American",FALSE,-13,"TPA"
"43852","American",FALSE,-9,"LAS"
"43853","JetBlue",FALSE,11,"CHS"
"43854","American",FALSE,7,"MCO"
"43855","American",FALSE,-24,"SFO"
"43856","JetBlue",FALSE,-10,"BUF"
"43857","JetBlue",FALSE,-1,"SRQ"
"43858","JetBlue",FALSE,-1,"ACK"
"43859","American",FALSE,10,"STT"
"43860","JetBlue",FALSE,11,"JAX"
"43861","JetBlue",FALSE,4,"FLL"
"43862","JetBlue",FALSE,-15,"HOU"
"43863","American",FALSE,-5,"BOS"
"43864","JetBlue",FALSE,-6,"CLT"
"43865","JetBlue",FALSE,-9,"MCO"
"43866","JetBlue",TRUE,56,"PWM"
"43867","JetBlue",FALSE,-26,"SFO"
"43868","JetBlue",FALSE,-22,"SAN"
"43869","American",FALSE,-11,"SJU"
"43870","American",FALSE,-15,"MIA"
"43871","JetBlue",FALSE,9,"SEA"
"43872","JetBlue",FALSE,-4,"BTV"
"43873","JetBlue",TRUE,64,"RDU"
"43874","American",FALSE,-9,"LAX"
"43875","JetBlue",FALSE,-16,"AUS"
"43876","JetBlue",FALSE,-8,"SYR"
"43877","JetBlue",FALSE,10,"ROC"
"43878","JetBlue",FALSE,-22,"LAS"
"43879","JetBlue",FALSE,13,"MCO"
"43880","American",FALSE,-6,"SFO"
"43881","American",FALSE,-31,"MIA"
"43882","JetBlue",FALSE,-2,"BOS"
"43883","JetBlue",FALSE,11,"TPA"
"43884","JetBlue",FALSE,11,"FLL"
"43885","JetBlue",FALSE,-3,"ACK"
"43886","JetBlue",FALSE,3,"SJU"
"43887","JetBlue",FALSE,-21,"RSW"
"43888","JetBlue",TRUE,41,"PBI"
"43889","JetBlue",FALSE,17,"IAD"
"43890","JetBlue",FALSE,22,"PWM"
"43891","American",FALSE,-16,"LAX"
"43892","JetBlue",FALSE,23,"ACK"
"43893","JetBlue",TRUE,61,"BTV"
"43894","JetBlue",FALSE,15,"LAX"
"43895","JetBlue",FALSE,29,"BUF"
"43896","American",FALSE,8,"MIA"
"43897","JetBlue",FALSE,15,"FLL"
"43898","American",FALSE,7,"BOS"
"43899","JetBlue",FALSE,20,"SYR"
"43900","JetBlue",FALSE,5,"PBI"
"43901","JetBlue",FALSE,-16,"ROC"
